Gene stable ID	Gene name	Human gene stable ID	Human gene name	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human orthology confidence [0 low, 1 high]
YMR213W	CEF1	ENSG00000096401	CDC5L	34.5763	25.4364	1
YAL022C		ENSG00000174669	SLC29A2	18.9555	21.4912	0
YAL022C		ENSG00000112759	SLC29A1	19.3424	21.9298	0
YAL022C		ENSG00000164638	SLC29A4	18.5687	18.1132	0
YAL022C		ENSG00000198246	SLC29A3	20.5029	22.3158	0
YOR359W		ENSG00000020577	SAMD4A	17.5908	12.8134	0
YOR359W		ENSG00000179134	SAMD4B	17.782	13.4006	0
YDR176W	NGG1	ENSG00000171148	TADA3	12.3932	20.1389	0
YOR250C		ENSG00000172409	CLP1	24.0449	25.1765	0
YDR148C		ENSG00000119689	DLST	42.9806	43.9294	1
YBL084C	CDC27	ENSG00000004897	CDC27	29.4195	26.8675	1
YNL312W	RFA2	ENSG00000204086	RPA4	21.978	22.9885	0
YMR177W		ENSG00000115194	SLC30A3	13.1373	17.268	0
YMR177W		ENSG00000164756	SLC30A8	13.5294	18.6992	0
YMR177W		ENSG00000145740	SLC30A5	13.3333	8.88889	0
YMR177W		ENSG00000152683	SLC30A6	9.60784	9.78044	0
YMR177W		ENSG00000104154	SLC30A4	11.9608	14.2191	0
YMR177W		ENSG00000158014	SLC30A2	13.1373	18.0108	0
YMR177W		ENSG00000196660	SLC30A10	12.3529	12.9897	0
YMR177W		ENSG00000170385	SLC30A1	10.1961	10.2564	0
YIL124W	AYR1	ENSG00000164120	HPGD	19.1919	21.4286	0
YPL022W	RAD1	ENSG00000175595	ERCC4	25.2727	30.3493	1
YKL099C		ENSG00000183520	UTP11	30.8	30.4348	1
YNL021W		ENSG00000094631	HDAC6	27.762	16.1317	0
YGL137W		ENSG00000184432	COPB2	42.5197	41.7219	1
YJR072C	NPA3	ENSG00000198522	GPN1	47.2727	46.9072	1
YGL095C	VPS45	ENSG00000136631	VPS45	36.5685	37.0175	1
YIL129C	TAO3	ENSG00000073910	FRY	20.6229	16.2629	0
YIL129C	TAO3	ENSG00000075539	FRYL	20.202	15.931	0
YLR129W	DIP2	ENSG00000156787	TBC1D31	12.3012	10.8818	0
YLR129W	DIP2	ENSG00000065183	WDR3	37.9639	37.9639	1
YNR043W	MVD1	ENSG00000167508	MVD	44.697	44.25	1
YJR006W	POL31	ENSG00000106628	POLD2	30.3901	29.3651	1
YAL039C	CYC3	ENSG00000004961	HCCS	34.2007	34.3284	1
YFL033C	RIM15	ENSG00000120539	MASTL	7.17514	14.4482	0
YIR008C		ENSG00000285625	AC117378.1	7.82396	16.3265	0
YIR008C		ENSG00000198056	PRIM1	31.0513	30.2381	1
YMR008C		ENSG00000168907	PLA2G4F	17.9217	14.0165	0
YMR008C		ENSG00000105499	PLA2G4C	14.3072	17.2414	0
YMR008C		ENSG00000159337	PLA2G4D	16.5663	13.4474	0
YMR008C		ENSG00000188089	PLA2G4E	17.4699	13.3641	0
YMR008C		ENSG00000116711	PLA2G4A	15.6627	13.8852	0
YMR008C		ENSG00000243708	PLA2G4B	16.1145	13.7004	0
YMR008C		ENSG00000168970	JMJD7-PLA2G4B	16.1145	10.5731	0
YBR058C	UBP14	ENSG00000187555	USP7	15.1088	10.7078	0
YDR386W	MUS81	ENSG00000172732	MUS81	20.8861	23.9564	0
YHR108W		ENSG00000125447	GGA3	20	16.1826	0
YHR108W		ENSG00000185359	HGS	12.1368	9.13771	0
YHR108W		ENSG00000139668	WDFY2	8.54701	12.5	0
YHR108W		ENSG00000085449	WDFY1	7.00855	10	0
YHR108W		ENSG00000286239	AC093884.1	3.07692	10.2857	0
YHR108W		ENSG00000100083	GGA1	21.1966	18.9024	0
YHR108W		ENSG00000115145	STAM2	10.7692	12	0
YHR108W		ENSG00000136738	STAM	12.8205	13.8889	0
YHR108W		ENSG00000175662	TOM1L2	19.3162	22.288	0
YHR108W		ENSG00000141198	TOM1L1	14.8718	18.2773	0
YHR108W		ENSG00000103365	GGA2	19.1453	18.2708	0
YHR108W		ENSG00000100284	TOM1	16.4103	19.4726	0
YKL182W		ENSG00000100294	MCAT	3.70551	19.4872	0
YBL068W-A		ENSG00000108828	VAT1	12.8205	2.54453	0
YBL068W-A		ENSG00000106853	PTGR1	12.8205	3.03951	0
YBL068W-A		ENSG00000140043	PTGR2	17.9487	3.9886	0
YBL068W-A		ENSG00000258653	AC005520.1	17.9487	4.87805	0
YBL068W-A		ENSG00000171724	VAT1L	23.0769	4.29594	0
YBL068W-A		ENSG00000197894	ADH5	12.8205	2.6738	0
YBL068W-A		ENSG00000115129	TP53I3	15.3846	3.61446	0
YBL068W-A		ENSG00000196344	ADH7	8.97436	1.77665	0
YBL068W-A		ENSG00000172955	ADH6	15.3846	3.2	0
YBL068W-A		ENSG00000196616	ADH1B	10.2564	2.13333	0
YBL068W-A		ENSG00000187758	ADH1A	12.8205	2.66667	0
YBL068W-A		ENSG00000248144	ADH1C	10.2564	2.13333	0
YBL068W-A		ENSG00000140263	SORD	14.1026	3.08123	0
YBL068W-A		ENSG00000205758	CRYZL1	7.69231	1.7192	0
YBL068W-A		ENSG00000180011	ZADH2	11.5385	2.38727	0
YBL068W-A		ENSG00000198099	ADH4	15.3846	3.00752	0
YKR035W-A	DID2	ENSG00000131165	CHMP1A	45.098	46.9388	1
YIL079C		ENSG00000147905	ZCCHC7	22.2222	14.733	0
YIL143C	SSL2	ENSG00000163161	ERCC3	48.5172	52.3018	1
YLR163C	MAS1	ENSG00000105819	PMPCB	44.3723	41.9223	1
YHR189W	PTH1	ENSG00000187024	PTRH1	27.8947	24.7664	0
YNL065W		ENSG00000135953	MFSD9	12.116	14.9789	0
YNL065W		ENSG00000164073	MFSD8	11.2628	12.7413	0
YNL065W		ENSG00000148110	MFSD14B	11.4334	13.2411	0
YNL065W		ENSG00000196312	MFSD14C	4.43686	17.3333	0
YNL065W		ENSG00000109736	MFSD10	13.3106	17.1429	0
YNL065W		ENSG00000156875	MFSD14A	10.9215	13.0612	0
YNL065W		ENSG00000283761	AC118553.2	11.7747	9.67742	0
YNL065W		ENSG00000118855	MFSD1	9.04437	10.3113	0
YNL065W		ENSG00000182544	MFSD5	7.67918	8.07899	0
YNL178W	RPS3	ENSG00000182093	WRB	10.8333	14.9425	0
YNL178W	RPS3	ENSG00000149273	RPS3	66.6667	61.7761	1
YGL073W	HSF1	ENSG00000171116	HSFX1	7.68307	15.13	0
YGL073W	HSF1	ENSG00000268738	HSFX2	7.68307	15.13	0
YGL073W	HSF1	ENSG00000169953	HSFY2	9.36375	19.4514	0
YGL073W	HSF1	ENSG00000172468	HSFY1	9.36375	19.4514	0
YGL073W	HSF1	ENSG00000283697	HSFX3	8.88355	22.2222	0
YGL073W	HSF1	ENSG00000283463	HSFX4	9.0036	22.5225	0
YGL073W	HSF1	ENSG00000176160	HSF5	11.5246	16.1074	0
YIR037W	HYR1	ENSG00000224586	GPX5	36.1963	26.6968	0
YDL111C		ENSG00000075914	EXOSC7	21.8868	19.9313	0
YKL006W	RPL14A	ENSG00000188846	RPL14	40.5797	26.0465	1
YHR090C	YNG2	ENSG00000071243	ING3	29.078	19.6172	0
YHL015W	RPS20	ENSG00000008988	RPS20	53.719	45.7746	1
YOL027C	MDM38	ENSG00000050426	LETMD1	10.2967	15.8177	0
YOL027C	MDM38	ENSG00000168924	LETM1	28.4468	22.0568	0
YOL027C	MDM38	ENSG00000165046	LETM2	22.3386	26.0692	0
Q0105	COB	ENSG00000198727	MT-CYB	45.7143	46.3158	1
YPR178W	PRP4	ENSG00000136875	PRPF4	30.9677	27.5862	1
YLL061W		ENSG00000099960	SLC7A4	14.7513	13.5433	0
YLL061W		ENSG00000092068	SLC7A8	13.7221	14.9533	0
YLL061W		ENSG00000003989	SLC7A2	15.0943	12.6074	0
YLL061W		ENSG00000021488	SLC7A9	14.0652	16.8378	0
YLL061W		ENSG00000103064	SLC7A6	15.2659	17.2816	0
YLL061W		ENSG00000139514	SLC7A1	14.4082	13.3545	0
YLL061W		ENSG00000164893	SLC7A13	12.1784	15.1064	0
YLL061W		ENSG00000155465	SLC7A7	14.7513	16.8297	0
YLL061W		ENSG00000130876	SLC7A10	14.5798	16.2524	0
YLL061W		ENSG00000151012	SLC7A11	14.7513	17.1657	0
YLL061W		ENSG00000013293	SLC7A14	14.5798	11.0246	0
YLL061W		ENSG00000103257	SLC7A5	12.8645	14.7929	0
YLL061W		ENSG00000165349	SLC7A3	15.2659	14.378	0
YHR132W-A		ENSG00000128989	ARPP19	22.9008	22.9008	0
YHR132W-A		ENSG00000143420	ENSA	21.374	20.438	0
YML104C		ENSG00000135317	SNX14	14.5519	17.3362	0
YML104C		ENSG00000109762	SNX25	13.5759	18.2143	0
YML104C		ENSG00000120451	SNX19	14.1083	16.0282	0
YML104C		ENSG00000071189	SNX13	13.6646	16.092	0
YKL069W	YKL069W	ENSG00000143155	TIPRL	12.2222	8.08823	0
YPL026C	SKS1	ENSG00000206203	TSSK2	14.3426	20.1117	0
YPL026C	SKS1	ENSG00000074590	NUAK1	16.9323	12.8593	0
YPL026C	SKS1	ENSG00000177453	NIM1K	16.3347	18.8073	0
YPL026C	SKS1	ENSG00000174672	BRSK2	16.7331	10.9661	0
YPL026C	SKS1	ENSG00000163545	NUAK2	18.1275	13.5417	0
YPL026C	SKS1	ENSG00000132356	PRKAA1	18.3267	16.0279	0
YPL026C	SKS1	ENSG00000170145	SIK2	17.9283	9.71922	0
YPL026C	SKS1	ENSG00000163788	SNRK	16.9323	11.1111	0
YPL026C	SKS1	ENSG00000162526	TSSK3	13.1474	24.6269	0
YPL026C	SKS1	ENSG00000162409	PRKAA2	17.9283	16.3043	0
YPL026C	SKS1	ENSG00000142149	HUNK	15.1394	10.6443	0
YPL026C	SKS1	ENSG00000139908	TSSK4	12.1514	18.0473	0
YPL026C	SKS1	ENSG00000275993	SIK1B	16.7331	10.728	0
YPL026C	SKS1	ENSG00000142178	SIK1	16.7331	10.728	0
YPL026C	SKS1	ENSG00000212122	TSSK1B	13.5458	18.5286	0
YPL026C	SKS1	ENSG00000178093	TSSK6	11.3546	20.8791	0
YPL026C	SKS1	ENSG00000160584	SIK3	18.1275	6.88872	0
YPL026C	SKS1	ENSG00000160469	BRSK1	17.3307	11.1825	0
YGR218W	CRM1	ENSG00000082898	XPO1	47.2325	47.8058	1
YDL124W		ENSG00000053371	AKR7A2	16.9872	14.7632	0
YDL124W		ENSG00000187134	AKR1C1	33.0128	31.8885	0
YDL124W		ENSG00000196139	AKR1C3	34.9359	33.7461	0
YDL124W		ENSG00000198074	AKR1B10	29.8077	29.4304	0
YDL124W		ENSG00000151632	AKR1C2	33.3333	32.1981	0
YDL124W		ENSG00000162482	AKR7A3	17.3077	16.3142	0
YDL124W		ENSG00000227471	AKR1B15	26.9231	24.4186	0
YDL124W		ENSG00000264006	AKR1C8P	31.4103	30.0613	0
YDL124W		ENSG00000198610	AKR1C4	33.0128	31.8885	0
YNR032C-A		ENSG00000198258	UBL5	64.3836	64.3836	1
YGR108W	CLB1	ENSG00000147082	CCNB3	18.896	6.37993	0
YGR108W	CLB1	ENSG00000138764	CCNG2	10.6157	14.5349	0
YGR108W	CLB1	ENSG00000133101	CCNA1	18.896	19.1398	0
YGR108W	CLB1	ENSG00000118971	CCND2	10.1911	16.609	0
YGR108W	CLB1	ENSG00000285901	AC008012.1	9.55414	18.3673	0
YGR108W	CLB1	ENSG00000175305	CCNE2	15.0743	17.5743	0
YGR108W	CLB1	ENSG00000152669	CCNO	14.0127	18.8571	0
YGR108W	CLB1	ENSG00000110092	CCND1	9.34183	14.9153	0
YGR108W	CLB1	ENSG00000134057	CCNB1	22.293	24.2494	0
YGR108W	CLB1	ENSG00000205089	CCNI2	8.06794	9.87013	0
YGR108W	CLB1	ENSG00000105219	CNTD2	12.9512	19.8697	0
YGR108W	CLB1	ENSG00000135083	CCNJL	9.34183	10.1149	0
YGR108W	CLB1	ENSG00000157456	CCNB2	23.7792	28.1407	0
YGR108W	CLB1	ENSG00000112576	CCND3	10.4034	16.7808	0
YGR108W	CLB1	ENSG00000118816	CCNI	11.465	14.3236	0
YGR108W	CLB1	ENSG00000162063	CCNF	15.4989	9.28753	0
YGR108W	CLB1	ENSG00000105173	CCNE1	15.0743	17.3171	0
YGR108W	CLB1	ENSG00000107443	CCNJ	10.6157	13.0548	0
YGR108W	CLB1	ENSG00000145386	CCNA2	19.3206	21.0648	0
YGR108W	CLB1	ENSG00000113328	CCNG1	11.2527	17.9661	0
YNL223W	ATG4	ENSG00000125703	ATG4C	20.6478	22.2707	0
YNL223W	ATG4	ENSG00000101844	ATG4A	18.8259	23.3668	0
YNL223W	ATG4	ENSG00000130734	ATG4D	22.0648	22.9958	0
YNL223W	ATG4	ENSG00000168397	ATG4B	21.2551	26.7176	0
YFR002W		ENSG00000102900	NUP93	16.4482	16.8498	0
YML092C		ENSG00000256646	AC010132.3	56.8	60.6838	1
YML092C		ENSG00000106588	PSMA2	56.8	60.6838	1
YER057C	HMF1	ENSG00000132541	RIDA	36.4341	34.3066	1
YHR117W	TOM71	ENSG00000154174	TOMM70	11.8936	12.5	0
YHR117W	TOM71	ENSG00000104450	SPAG1	16.5884	11.4471	0
YHR117W	TOM71	ENSG00000149292	TTC12	12.2066	10.9705	0
YHR117W	TOM71	ENSG00000005175	RPAP3	13.615	13.0827	0
YHR117W	TOM71	ENSG00000104969	SGTA	7.66823	15.655	0
YHR117W	TOM71	ENSG00000103266	STUB1	6.57277	13.8614	0
YHR117W	TOM71	ENSG00000025772	TOMM34	10.9546	22.6537	0
YHR117W	TOM71	ENSG00000113312	TTC1	7.51174	16.4384	0
YHR117W	TOM71	ENSG00000256061	DNAAF4	7.51174	11.4286	0
YHR117W	TOM71	ENSG00000100380	ST13	8.76369	15.1762	0
YHR117W	TOM71	ENSG00000144962	SPATA16	9.70266	10.8963	0
YHR117W	TOM71	ENSG00000168439	STIP1	12.8326	13.8983	0
YHR117W	TOM71	ENSG00000183891	TTC32	4.22535	17.8808	0
YHR117W	TOM71	ENSG00000197860	SGTB	8.6072	18.0921	0
YHR117W	TOM71	ENSG00000140553	UNC45A	10.3286	6.99153	0
YHR117W	TOM71	ENSG00000115282	TTC31	6.72926	8.28516	0
YHR117W	TOM71	ENSG00000243725	TTC4	7.66823	12.6615	0
YHR117W	TOM71	ENSG00000165416	SUGT1	7.35524	12.8767	0
YHR117W	TOM71	ENSG00000141161	UNC45B	10.7981	7.41139	0
YLR196W		ENSG00000136045	PWP1	31.25	35.9281	1
YKL134C	OCT1	ENSG00000027001	MIPEP	30.3109	32.8191	1
YGL008C	PMA1	ENSG00000123191	ATP7B	15.2505	9.55631	0
YGL008C	PMA1	ENSG00000159363	ATP13A2	14.488	11.2712	0
YGL008C	PMA1	ENSG00000105675	ATP4A	17.8649	15.8454	0
YGL008C	PMA1	ENSG00000105409	ATP1A3	19.0632	17.0565	0
YGL008C	PMA1	ENSG00000285505	AC010616.2	18.6275	16.9307	0
YGL008C	PMA1	ENSG00000165240	ATP7A	14.5969	8.93333	0
YGL008C	PMA1	ENSG00000067842	ATP2B3	18.5185	13.9344	0
YGL008C	PMA1	ENSG00000018625	ATP1A2	18.9542	17.0588	0
YGL008C	PMA1	ENSG00000174437	ATP2A2	21.5686	19.0019	0
YGL008C	PMA1	ENSG00000163399	ATP1A1	19.0632	17.1066	0
YGL008C	PMA1	ENSG00000017260	ATP2C1	25.3813	23.9466	0
YGL008C	PMA1	ENSG00000074370	ATP2A3	20.1525	17.5856	0
YGL008C	PMA1	ENSG00000133657	ATP13A3	14.488	10.8483	0
YGL008C	PMA1	ENSG00000187527	ATP13A5	13.9434	10.509	0
YGL008C	PMA1	ENSG00000127249	ATP13A4	14.5969	11.204	0
YGL008C	PMA1	ENSG00000157087	ATP2B2	18.4096	13.5961	0
YGL008C	PMA1	ENSG00000075673	ATP12A	18.1917	15.9809	0
YGL008C	PMA1	ENSG00000064270	ATP2C2	24.9455	23.4872	0
YGL008C	PMA1	ENSG00000196296	ATP2A1	20.5882	18.8811	0
YGL008C	PMA1	ENSG00000058668	ATP2B4	18.1917	13.8589	0
YGL008C	PMA1	ENSG00000070961	ATP2B1	18.1917	13.6885	0
YGL008C	PMA1	ENSG00000132681	ATP1A4	19.0632	17.0068	0
YPL129W	TAF14	ENSG00000130382	MLLT1	29.918	13.059	0
YPL129W	TAF14	ENSG00000171843	MLLT3	30.3279	13.0282	0
YPL129W	TAF14	ENSG00000163872	YEATS2	26.2295	4.5007	0
YBL112C		ENSG00000108771	DHX58	18.0952	2.80236	0
YBL112C		ENSG00000107201	DDX58	25.7143	2.91892	0
YBL112C		ENSG00000115267	IFIH1	23.8095	2.43902	0
YGR175C		ENSG00000104549	SQLE	35.8871	31.0105	1
YLR113W	HOG1	ENSG00000107643	MAPK8	31.954	32.5527	0
YLR113W	HOG1	ENSG00000109339	MAPK10	32.1839	30.1724	0
YLR113W	HOG1	ENSG00000188130	MAPK12	34.7126	41.1444	0
YLR113W	HOG1	ENSG00000184343	SRPK3	19.7701	15.1675	0
YLR113W	HOG1	ENSG00000096063	SRPK1	20.6897	13.7405	0
YLR113W	HOG1	ENSG00000102882	MAPK3	37.0115	42.4802	0
YLR113W	HOG1	ENSG00000135250	SRPK2	20	12.4464	0
YLR113W	HOG1	ENSG00000050748	MAPK9	31.7241	32.5472	0
YLR113W	HOG1	ENSG00000141639	MAPK4	27.1264	20.1022	0
YLR113W	HOG1	ENSG00000156711	MAPK13	33.1034	39.4521	0
YLR113W	HOG1	ENSG00000087095	NLK	33.7931	27.8937	0
YLR113W	HOG1	ENSG00000112144	ICK	24.3678	16.7722	0
YLR113W	HOG1	ENSG00000069956	MAPK6	28.5057	17.1983	0
YBL013W	FMT1	ENSG00000103707	MTFMT	21.6958	22.365	0
YMR106C	YKU80	ENSG00000079246	XRCC5	17.806	15.3005	0
YLR460C		ENSG00000108828	VAT1	19.1489	18.3206	0
YLR460C		ENSG00000106853	PTGR1	13.8298	15.8055	0
YLR460C		ENSG00000140043	PTGR2	11.9681	12.8205	0
YLR460C		ENSG00000258653	AC005520.1	8.51064	11.1498	0
YLR460C		ENSG00000171724	VAT1L	19.9468	17.8998	0
YLR460C		ENSG00000197894	ADH5	15.9574	16.0428	0
YLR460C		ENSG00000115129	TP53I3	19.1489	21.6867	0
YLR460C		ENSG00000196344	ADH7	15.1596	14.467	0
YLR460C		ENSG00000172955	ADH6	14.8936	14.9333	0
YLR460C		ENSG00000196616	ADH1B	17.0213	17.0667	0
YLR460C		ENSG00000187758	ADH1A	16.7553	16.8	0
YLR460C		ENSG00000248144	ADH1C	16.2234	16.2667	0
YLR460C		ENSG00000140263	SORD	16.7553	17.6471	0
YLR460C		ENSG00000205758	CRYZL1	14.0957	15.1862	0
YLR460C		ENSG00000180011	ZADH2	17.5532	17.5066	0
YLR460C		ENSG00000198099	ADH4	15.4255	14.5363	0
YDL100C	GET3	ENSG00000198356	ASNA1	44.0678	44.8276	1
YMR272C	SCS7	ENSG00000103089	FA2H	30.9896	31.9892	1
YGR094W		ENSG00000204394	VARS	47.9167	41.8513	0
YBR163W	EXO5	ENSG00000164002	EXO5	15.7265	24.6649	0
YPR147C		ENSG00000118961	LDAH	21.0526	19.6923	0
YOL059W	GPD2	ENSG00000152642	GPD1L	35.6818	44.7293	1
YOL059W	GPD2	ENSG00000167588	GPD1	37.7273	47.5645	1
YBL004W		ENSG00000120800	UTP20	23.5459	21.0772	0
YLR347C	KAP95	ENSG00000108424	KPNB1	34.0302	33.4475	1
YDL216C	RRI1	ENSG00000121022	COPS5	22.2727	29.3413	0
YHR075C	PPE1	ENSG00000214517	PPME1	24	24	0
YLR430W	SEN1	ENSG00000107290	SETX	10.2196	8.517	0
YLR430W	SEN1	ENSG00000073146	MOV10L1	6.81309	12.5516	0
YLR430W	SEN1	ENSG00000169551	CT55	1.38951	11.7424	0
YLR336C		ENSG00000146909	NOM1	24.0267	25.1163	0
YPL231W		ENSG00000100294	MCAT	0.953895	4.61538	0
YPR025C		ENSG00000134480	CCNH	17.5573	21.2308	0
YPR025C		ENSG00000163660	CCNL1	17.0483	12.7376	0
YPR025C		ENSG00000221978	CCNL2	18.3206	13.8462	0
YPR025C		ENSG00000129315	CCNT1	18.5751	10.0551	0
YIL031W	ULP2	ENSG00000138468	SENP7	11.2186	11.0476	0
YIL031W	ULP2	ENSG00000112701	SENP6	12.3791	11.5108	0
YKR063C		ENSG00000001497	LAS1L	21.9123	14.9864	0
YGL076C	RPL7A	ENSG00000146223	RPL7L1	34.0164	32.549	1
YGL076C	RPL7A	ENSG00000147604	RPL7	50.8197	50	1
YHR190W		ENSG00000079459	FDFT1	39.1892	36.5546	1
YPR166C		ENSG00000120333	MRPS14	26.9565	24.2188	0
YLR377C	FBP1	ENSG00000130957	FBP2	43.6782	44.8378	1
YLR377C	FBP1	ENSG00000165140	FBP1	44.8276	46.1538	1
YLR337C	VRP1	ENSG00000115935	WIPF1	21.2974	34.5924	0
YLL043W		ENSG00000167580	AQP2	9.41704	23.2472	0
YLL043W		ENSG00000240583	AQP1	8.81913	21.9331	0
YLL043W		ENSG00000250424	AC004691.2	8.3707	12.4722	0
YLL043W		ENSG00000143595	AQP10	12.4066	27.5748	0
YLL043W		ENSG00000165269	AQP7	15.5456	30.4094	0
YLL043W		ENSG00000259916	AL845331.2	14.6487	28.2421	0
YLL043W		ENSG00000103569	AQP9	13.4529	30.5085	0
YLL043W		ENSG00000161798	AQP5	10.1644	25.6604	0
YLL043W		ENSG00000165272	AQP3	13.4529	30.8219	0
YLL043W		ENSG00000171885	AQP4	9.56652	19.8142	0
YLL043W		ENSG00000103375	AQP8	7.47384	19.1571	0
YLL043W		ENSG00000086159	AQP6	10.3139	24.4681	0
YLL043W		ENSG00000135517	MIP	10.0149	25.4753	0
YKL213C	DOA1	ENSG00000137055	PLAA	34.5455	31.0692	1
YLR193C		ENSG00000169230	PRELID1	34.2857	27.3973	1
YDR019C	GCV1	ENSG00000145020	AMT	40	39.7022	1
YHR011W		ENSG00000269547	AC011455.2	30.4933	23.1293	0
YHR011W		ENSG00000104835	SARS2	30.9417	26.5385	1
YHR096C		ENSG00000109667	SLC2A9	22.2973	24.4444	0
YHR096C		ENSG00000197241	SLC2A7	21.6216	25	0
YHR096C		ENSG00000059804	SLC2A3	20.9459	25	0
YHR096C		ENSG00000173262	SLC2A14	20.9459	23.1776	0
YHR096C		ENSG00000163581	SLC2A2	21.7905	24.6183	0
YHR096C		ENSG00000142583	SLC2A5	22.2973	26.3473	0
YHR096C		ENSG00000117394	SLC2A1	20.6081	24.7967	0
YHR096C		ENSG00000146411	SLC2A12	19.2568	18.4765	0
YHR096C		ENSG00000181856	SLC2A4	21.1149	24.558	0
YHR096C		ENSG00000133460	SLC2A11	15.5405	17.1963	0
YHR096C		ENSG00000251357	AP000350.4	6.75676	19.1388	0
YHR096C		ENSG00000197496	SLC2A10	17.2297	18.854	0
YHR096C		ENSG00000160326	SLC2A6	19.2568	22.4852	0
YHR096C		ENSG00000136856	SLC2A8	19.9324	24.7379	0
YOR043W		ENSG00000076650	GPATCH1	18.107	9.4522	0
YNL272C		ENSG00000167994	RAB3IL1	10.9354	21.7277	0
YNL272C		ENSG00000258052	AC025263.2	2.10804	21.0526	0
YNL272C		ENSG00000127328	RAB3IP	12.5165	19.958	0
YNL245C		ENSG00000273559	CWC25	30.7263	12.9412	0
YDR038C		ENSG00000105675	ATP4A	21.8148	22.9952	0
YDR038C		ENSG00000105409	ATP1A3	22.0898	23.4893	0
YDR038C		ENSG00000285505	AC010616.2	21.9065	23.6634	0
YDR038C		ENSG00000067842	ATP2B3	20.8983	18.6885	0
YDR038C		ENSG00000018625	ATP1A2	22.3648	23.9216	0
YDR038C		ENSG00000187527	ATP13A5	15.857	14.2036	0
YDR038C		ENSG00000196296	ATP2A1	25.9395	28.2717	0
YDR038C		ENSG00000132681	ATP1A4	22.3648	23.7123	0
YOL043C	NTG2	ENSG00000065057	NTHL1	25.2632	30.7692	1
YMR011W		ENSG00000109667	SLC2A9	22.1811	22.2222	0
YMR011W		ENSG00000197241	SLC2A7	21.4418	22.6562	0
YMR011W		ENSG00000059804	SLC2A3	25.1386	27.4194	0
YMR011W		ENSG00000173262	SLC2A14	24.9538	25.2336	0
YMR011W		ENSG00000163581	SLC2A2	24.2144	25	0
YMR011W		ENSG00000142583	SLC2A5	23.2902	25.1497	0
YMR011W		ENSG00000117394	SLC2A1	24.7689	27.2358	0
YMR011W		ENSG00000146411	SLC2A12	21.4418	18.8006	0
YMR011W		ENSG00000181856	SLC2A4	23.2902	24.7544	0
YMR011W		ENSG00000133460	SLC2A11	16.2662	16.4486	0
YMR011W		ENSG00000251357	AP000350.4	7.57856	19.6172	0
YMR011W		ENSG00000197496	SLC2A10	19.4085	19.4085	0
YMR011W		ENSG00000160326	SLC2A6	20.7024	22.0907	0
YMR011W		ENSG00000136856	SLC2A8	21.4418	24.3187	0
YDR408C		ENSG00000159131	GART	22.4299	4.75248	0
YNR034W		ENSG00000130313	AC010618.1	26.4798	32.9457	1
YNL201C		ENSG00000275052	PPP4R3B	23.7762	24.0283	0
YNL201C		ENSG00000100796	PPP4R3A	23.8928	25	0
YNL201C		ENSG00000224960	PPP4R3C	20.3963	21.0337	0
YIL030C	SSM4	ENSG00000145495	MARCH6	13.3434	19.3407	0
YPL149W	ATG5	ENSG00000057663	ATG5	23.8095	25.4545	0
YER107C	GLE2	ENSG00000101146	RAE1	42.4658	42.1196	1
YGR112W		ENSG00000148290	SURF1	22.8792	29.6667	0
YOL049W		ENSG00000100983	GSS	33.1976	34.3882	1
YLR333C	RPS25B	ENSG00000118181	RPS25	46.2963	40	1
YKL113C	RAD27	ENSG00000168496	FEN1	58.6387	58.9474	1
YLL053C		ENSG00000167580	AQP2	28.2895	15.8672	0
YLL053C		ENSG00000143595	AQP10	17.1053	8.63787	0
YLL053C		ENSG00000103569	AQP9	19.0789	9.83051	0
YLL053C		ENSG00000161798	AQP5	26.9737	15.4717	0
YLL053C		ENSG00000086159	AQP6	30.2632	16.3121	0
YFL054C		ENSG00000167580	AQP2	11.1455	26.5683	0
YFL054C		ENSG00000240583	AQP1	10.3715	24.9071	0
YFL054C		ENSG00000250424	AC004691.2	10.6811	15.3675	0
YFL054C		ENSG00000143595	AQP10	13.3127	28.5714	0
YFL054C		ENSG00000165269	AQP7	16.5635	31.2866	0
YFL054C		ENSG00000259916	AL845331.2	15.0155	27.9539	0
YFL054C		ENSG00000103569	AQP9	14.8607	32.5424	0
YFL054C		ENSG00000161798	AQP5	9.59752	23.3962	0
YFL054C		ENSG00000165272	AQP3	15.7895	34.9315	0
YFL054C		ENSG00000171885	AQP4	11.3003	22.6006	0
YFL054C		ENSG00000103375	AQP8	8.51393	21.0728	0
YFL054C		ENSG00000086159	AQP6	10.0619	23.0496	0
YFL054C		ENSG00000135517	MIP	10.2167	25.0951	0
YNR021W		ENSG00000108588	CCDC47	15.8416	13.2505	0
YIL022W	TIM44	ENSG00000104980	TIMM44	25.9861	24.7788	0
YDR485C	VPS72	ENSG00000163159	VPS72	9.43396	20	0
YIL074C		ENSG00000092621	PHGDH	26.8657	23.6398	0
YIL074C		ENSG00000159692	CTBP1	20.0426	21.3636	0
YIL074C		ENSG00000137106	GRHPR	17.2708	24.6951	0
YIL074C		ENSG00000175029	CTBP2	21.7484	10.3553	0
YGR096W		ENSG00000125454	SLC25A19	25.4777	25	1
YGR103W	NOP7	ENSG00000100029	PES1	37.3554	38.4354	1
YBR092C	PHO3	ENSG00000107789	MINPP1	20.1285	19.3018	0
YLR146C		ENSG00000116649	SRM	45	44.702	1
