yeast_name,yeast_id,human_name,human_id
ARH1,YDR376W,FDXR,ENSG00000161513
LSM6,YDR378C,LSM6,ENSG00000164167
RGA2,YDR379W,CHN1,ENSG00000128656
RGA2,YDR379W,CHN2,ENSG00000106069
RGA2,YDR379W,ARHGAP35,ENSG00000160007
RGA2,YDR379W,,ENSG00000285162
RPP2B,YDR382W,RPLP2,ENSG00000177600
RPP2B,YDR382W,RPLP1,ENSG00000137818
EFT2,YDR385W,EEF2,ENSG00000167658
MUS81,YDR386W,MUS81,ENSG00000172732
NA,YDR387C,SLC2A13,ENSG00000151229
SAC7,YDR389W,ARHGAP29,ENSG00000137962
SAC7,YDR389W,GMIP,ENSG00000089639
SAC7,YDR389W,ARHGAP45,ENSG00000180448
NCB2,YDR397C,DR1,ENSG00000117505
MRP20,YDR405W,MRPL23,ENSG00000214026
MRP20,YDR405W,,ENSG00000276345
PDR15,YDR406W,ABCG5,ENSG00000138075
PDR15,YDR406W,ABCG2,ENSG00000118777
PDR15,YDR406W,ABCG4,ENSG00000172350
PDR15,YDR406W,ABCG1,ENSG00000160179
ADE8,YDR408C,GART,ENSG00000159131
SIZ1,YDR409W,ZMIZ1,ENSG00000108175
SIZ1,YDR409W,PIAS1,ENSG00000033800
SIZ1,YDR409W,PIAS4,ENSG00000105229
SIZ1,YDR409W,PIAS2,ENSG00000078043
SIZ1,YDR409W,PIAS3,ENSG00000131788
SIZ1,YDR409W,ZMIZ2,ENSG00000122515
STE14,YDR410C,ICMT,ENSG00000116237
RRP17,YDR412W,,ENSG00000100101
RRP17,YDR412W,NOL12,ENSG00000273899
DYN2,YDR424C,DYNLL1,ENSG00000088986
DYN2,YDR424C,DYNLL2,ENSG00000264364
RPN9,YDR427W,PSMD13,ENSG00000185627
TIF35,YDR429C,EIF3G,ENSG00000130811
CYM1,YDR430C,PITRM1,ENSG00000107959
GPI17,YDR434W,PIGS,ENSG00000087111
PPM1,YDR435C,LCMT1,ENSG00000205629
THI74,YDR438W,SLC35F5,ENSG00000115084
DOT1,YDR440W,DOT1L,ENSG00000104885
SSN2,YDR443C,SLC50A1,ENSG00000169241
RPS17B,YDR447C,RPS17,ENSG00000182774
ADA2,YDR448W,TADA2B,ENSG00000173011
RPS18A,YDR450W,RPS18,ENSG00000231500
PPN1,YDR452W,SMPDL3B,ENSG00000130768
PPN1,YDR452W,SMPDL3A,ENSG00000172594
PPN1,YDR452W,SMPD1,ENSG00000166311
TSA2,YDR453C,PRDX3,ENSG00000165672
TSA2,YDR453C,PRDX4,ENSG00000123131
GUK1,YDR454C,GUK1,ENSG00000143774
TOM1,YDR457W,HUWE1,ENSG00000086758
HEH2,YDR458C,LEMD3,ENSG00000174106
HEH2,YDR458C,LEMD2,ENSG00000161904
PHO8,YDR481C,ALPL,ENSG00000162551
PHO8,YDR481C,ALPI,ENSG00000163295
PHO8,YDR481C,ALPP,ENSG00000163283
PHO8,YDR481C,ALPG,ENSG00000163286
VPS52,YDR484W,VPS52,ENSG00000223501
VPS60,YDR486C,CHMP5,ENSG00000086065
IZH1,YDR492W,PAQR6,ENSG00000160781
IZH1,YDR492W,MMD2,ENSG00000136297
IZH1,YDR492W,MMD,ENSG00000108960
IZH1,YDR492W,ADIPOR1,ENSG00000159346
IZH1,YDR492W,PAQR8,ENSG00000170915
IZH1,YDR492W,PAQR5,ENSG00000137819
IZH1,YDR492W,PAQR7,ENSG00000182749
PUF6,YDR496C,PUM3,ENSG00000080608
ITR1,YDR497C,SLC2A13,ENSG00000151229
SAM2,YDR502C,MAT1A,ENSG00000151224
SAM2,YDR502C,MAT2A,ENSG00000168906
GNP1,YDR508C,SLC7A5,ENSG00000103257
GNP1,YDR508C,SLC7A9,ENSG00000021488
GNP1,YDR508C,SLC7A2,ENSG00000003989
GNP1,YDR508C,SLC7A7,ENSG00000155465
GNP1,YDR508C,SLC7A6,ENSG00000103064
GNP1,YDR508C,SLC7A1,ENSG00000139514
GNP1,YDR508C,SLC7A3,ENSG00000165349
GNP1,YDR508C,SLC7A13,ENSG00000164893
GNP1,YDR508C,SLC7A11,ENSG00000151012
GNP1,YDR508C,SLC7A10,ENSG00000130876
GNP1,YDR508C,SLC7A4,ENSG00000099960
GNP1,YDR508C,SLC7A14,ENSG00000013293
GNP1,YDR508C,SLC7A8,ENSG00000092068
SDH7,YDR511W,SDHAF3,ENSG00000196636
GRH1,YDR517W,GORASP1,ENSG00000114745
GRH1,YDR517W,GORASP2,ENSG00000115806
RBA50,YDR527W,RPAP1,ENSG00000103932
NA,YDR541C,HSD3B1,ENSG00000203857
NA,YDR541C,HSD3B7,ENSG00000099377
NA,YDR541C,HSD3B2,ENSG00000203859
NA,YDR541C,TGDS,ENSG00000088451
NA,YDR541C,SDR42E1,ENSG00000184860
NA,YDR541C,SDR42E2,ENSG00000183921
NA,YDR541C,GMDS,ENSG00000112699
NA,YDR541C,UXS1,ENSG00000115652
NA,YDR541C,TSTA3,ENSG00000104522
YRF1-1,YDR545W,IFIH1,ENSG00000115267
YRF1-1,YDR545W,DDX58,ENSG00000107201
YRF1-1,YDR545W,DHX58,ENSG00000108771
GLC3,YEL011W,GBE1,ENSG00000114480
UBC8,YEL012W,UBE2H,ENSG00000186591
NPP2,YEL016C,ENPP6,ENSG00000164303
NPP2,YEL016C,ENPP3,ENSG00000154269
NPP2,YEL016C,ENPP4,ENSG00000001561
NPP2,YEL016C,ENPP5,ENSG00000112796
NPP2,YEL016C,ENPP1,ENSG00000197594
NPP2,YEL016C,ENPP2,ENSG00000136960
RIP1,YEL024W,UQCRFS1,ENSG00000169021
ECM10,YEL030W,HSPA9,ENSG00000113013
SPF1,YEL031W,ATP13A1,ENSG00000105726
YEF1,YEL041W,NADK,ENSG00000008130
IES6,YEL044W,INO80C,ENSG00000153391
MAK10,YEL053C,NAA35,ENSG00000135040
POL5,YEL055C,MYBBP1A,ENSG00000132382
CIN8,YEL061C,KIF11,ENSG00000138160
CAN1,YEL063C,SLC7A5,ENSG00000103257
CAN1,YEL063C,SLC7A9,ENSG00000021488
CAN1,YEL063C,SLC7A8,ENSG00000092068
CAN1,YEL063C,SLC7A11,ENSG00000151012
CAN1,YEL063C,SLC7A7,ENSG00000155465
CAN1,YEL063C,SLC7A2,ENSG00000003989
CAN1,YEL063C,SLC7A6,ENSG00000103064
CAN1,YEL063C,SLC7A14,ENSG00000013293
CAN1,YEL063C,SLC7A1,ENSG00000139514
CAN1,YEL063C,SLC7A4,ENSG00000099960
CAN1,YEL063C,SLC7A13,ENSG00000164893
CAN1,YEL063C,SLC7A10,ENSG00000130876
CAN1,YEL063C,SLC7A3,ENSG00000165349
AVT2,YEL064C,SLC38A11,ENSG00000169507
HPA3,YEL066W,SATL1,ENSG00000184788
HPA3,YEL066W,SAT1,ENSG00000130066
HPA3,YEL066W,SAT2,ENSG00000141504
NA,YEL075C,IFIH1,ENSG00000115267
NA,YEL075C,DDX58,ENSG00000107201
NA,YEL075C,DHX58,ENSG00000108771
NA,YEL077C,IFIH1,ENSG00000115267
NA,YEL077C,DDX58,ENSG00000107201
NA,YEL077C,DHX58,ENSG00000108771
PMI40,YER003C,MPI,ENSG00000178802
YND1,YER005W,ENTPD7,ENSG00000198018
YND1,YER005W,ENTPD4,ENSG00000197217
TMA20,YER007C-A,MCTS1,ENSG00000232119
TMA20,YER007C-A,MCTS2P,ENSG00000101898
PAC2,YER007W,,ENSG00000285053
PAC2,YER007W,,ENSG00000285509
PAC2,YER007W,TBCE,ENSG00000284770
PAC2,YER007W,TBCEL,ENSG00000154114
SEC3,YER008C,EXOC1,ENSG00000090989
SEC3,YER008C,EXOC1L,ENSG00000250821
SEC3,YER008C,STXBP6,ENSG00000168952
HEM14,YER014W,PPOX,ENSG00000143224
BIM1,YER016W,MAPRE2,ENSG00000166974
BIM1,YER016W,MAPRE3,ENSG00000084764
BIM1,YER016W,MAPRE1,ENSG00000101367
ISC1,YER019W,SMPD2,ENSG00000135587
PRO3,YER023W,PYCR1,ENSG00000183010
PRO3,YER023W,,ENSG00000255835
PRO3,YER023W,PYCR2,ENSG00000143811
PRO3,YER023W,PYCR3,ENSG00000104524
PRO3,YER023W,NOXRED1,ENSG00000165555
CHO1,YER026C,TMEM269,ENSG00000274386
GAL83,YER027C,PRKAB2,ENSG00000131791
GAL83,YER027C,PRKAB1,ENSG00000111725
SMB1,YER029C,SNRPB,ENSG00000125835
ARB1,YER036C,ABCF2,ENSG00000033050
ARB1,YER036C,ABCF2,ENSG00000285292
MXR1,YER042W,MSRA,ENSG00000175806
ERG28,YER044C,ERG28,ENSG00000133935
ACA1,YER045C,ATF2,ENSG00000115966
ACA1,YER045C,CREB5,ENSG00000146592
ACA1,YER045C,ATF7,ENSG00000170653
ACA1,YER045C,,ENSG00000267281
SAP1,YER047C,FIGNL2,ENSG00000261308
SAP1,YER047C,SPAST,ENSG00000021574
SAP1,YER047C,FIGNL1,ENSG00000132436
SAP1,YER047C,FIGN,ENSG00000182263
SAP1,YER047C,KATNAL1,ENSG00000102781
SAP1,YER047C,KATNAL2,ENSG00000167216
SAP1,YER047C,VPS4A,ENSG00000132612
SAP1,YER047C,KATNA1,ENSG00000186625
SAP1,YER047C,ATAD1,ENSG00000138138
SAP1,YER047C,,ENSG00000260914
TPA1,YER049W,OGFOD1,ENSG00000087263
GIP2,YER054C,PPP1R3F,ENSG00000049769
HMF1,YER057C,RIDA,ENSG00000132541
CEM1,YER061C,OXSM,ENSG00000151093
MOT2,YER068W,CNOT4,ENSG00000080802
ALD5,YER073W,ALDH1L2,ENSG00000136010
ALD5,YER073W,ALDH2,ENSG00000111275
ALD5,YER073W,ALDH9A1,ENSG00000143149
ALD5,YER073W,,ENSG00000257767
ALD5,YER073W,ALDH16A1,ENSG00000161618
ALD5,YER073W,ALDH3B1,ENSG00000006534
ALD5,YER073W,ALDH1A1,ENSG00000165092
ALD5,YER073W,ALDH3B2,ENSG00000132746
ALD5,YER073W,ALDH3A1,ENSG00000108602
ALD5,YER073W,ALDH3A2,ENSG00000072210
ALD5,YER073W,ALDH1A2,ENSG00000128918
ALD5,YER073W,ALDH1B1,ENSG00000137124
ALD5,YER073W,ALDH1L1,ENSG00000144908
RPS24A,YER074W,RPS24,ENSG00000138326
ICP55,YER078C,XPNPEP3,ENSG00000196236
SER3,YER081W,CTBP1,ENSG00000159692
SER3,YER081W,CTBP2,ENSG00000175029
SER3,YER081W,PHGDH,ENSG00000092621
SER3,YER081W,GRHPR,ENSG00000137106
AIM10,YER087W,PARS2,ENSG00000162396
TSC11,YER093C,RICTOR,ENSG00000164327
RAD51,YER095W,RAD51,ENSG00000051180
PRS2,YER099C,PRPS1L1,ENSG00000229937
PRS2,YER099C,PRPS1,ENSG00000147224
PRS2,YER099C,PRPS2,ENSG00000101911
UBC6,YER100W,UBE2J2,ENSG00000160087
RPS8B,YER102W,RPS8,ENSG00000142937
NUP157,YER105C,NUP155,ENSG00000113569
GLE2,YER107C,RAE1,ENSG00000101146
KAP123,YER110C,IPO4,ENSG00000196497
LSM4,YER112W,,ENSG00000130520
BOI2,YER114C,AMPH,ENSG00000078053
RPL23B,YER117W,RPL23,ENSG00000125691
AVT6,YER119C,SLC38A5,ENSG00000017483
AVT6,YER119C,SLC36A1,ENSG00000123643
AVT6,YER119C,SLC38A7,ENSG00000103042
AVT6,YER119C,SLC36A4,ENSG00000180773
AVT6,YER119C,SLC38A8,ENSG00000166558
AVT6,YER119C,SLC36A2,ENSG00000186335
AVT6,YER119C,SLC38A1,ENSG00000111371
AVT6,YER119C,SLC32A1,ENSG00000101438
AVT6,YER119C,SLC38A2,ENSG00000134294
AVT6,YER119C,SLC36A3,ENSG00000186334
SCS2,YER120W,VAPB,ENSG00000124164
SCS2,YER120W,VAPA,ENSG00000101558
YCK3,YER123W,VRK1,ENSG00000100749
YCK3,YER123W,CSNK1G1,ENSG00000169118
YCK3,YER123W,VRK3,ENSG00000105053
YCK3,YER123W,TTBK1,ENSG00000146216
YCK3,YER123W,CSNK1A1,ENSG00000113712
YCK3,YER123W,CSNK1A1L,ENSG00000180138
YCK3,YER123W,TPTEP2-CSNK1E,ENSG00000283900
YCK3,YER123W,CSNK1G2,ENSG00000133275
YCK3,YER123W,CSNK1D,ENSG00000141551
YCK3,YER123W,CSNK1E,ENSG00000213923
YCK3,YER123W,TTBK2,ENSG00000128881
YCK3,YER123W,CSNK1G3,ENSG00000151292
YCK3,YER123W,VRK2,ENSG00000028116
NSA2,YER126C,NSA2,ENSG00000164346
SAK1,YER129W,CAMKK2,ENSG00000110931
RPS26B,YER131W,RPS26,ENSG00000197728
PMD1,YER132C,HCFC1,ENSG00000172534
PMD1,YER132C,KLHDC10,ENSG00000128607
PMD1,YER132C,KLHDC2,ENSG00000165516
PMD1,YER132C,LZTR1,ENSG00000099949
PMD1,YER132C,KLHDC9,ENSG00000162755
PMD1,YER132C,HCFC2,ENSG00000111727
PMD1,YER132C,KLHDC1,ENSG00000197776
PMD1,YER132C,RABEPK,ENSG00000136933
PMD1,YER132C,FBXO42,ENSG00000037637
PMD1,YER132C,KLHDC3,ENSG00000124702
EMP65,YER140W,TAPT1,ENSG00000169762
MAG1,YER142C,OGG1,ENSG00000114026
DDI1,YER143W,NRIP3,ENSG00000175352
DDI1,YER143W,UBAC2,ENSG00000134882
DDI1,YER143W,NRIP2,ENSG00000053702
DDI1,YER143W,DDI1,ENSG00000170967
DDI1,YER143W,DDI2,ENSG00000197312
LSM5,YER146W,LSM5,ENSG00000106355
BEM2,YER155C,SYDE1,ENSG00000105137
BEM2,YER155C,SYDE2,ENSG00000097096
NA,YER156C,C12orf10,ENSG00000139637
COG3,YER157W,COG3,ENSG00000136152
BUR6,YER159C,DRAP1,ENSG00000175550
RAD4,YER162C,XPC,ENSG00000154767
GCG1,YER163C,CHAC2,ENSG00000143942
GCG1,YER163C,CHAC1,ENSG00000128965
RAD3,YER171W,ERCC2,ENSG00000104884
BRR2,YER172C,DDX60L,ENSG00000181381
RAD24,YER173W,RAD17,ENSG00000152942
GRX4,YER174C,GLRX3,ENSG00000108010
TMT1,YER175C,METTL27,ENSG00000165171
TMT1,YER175C,METTL7B,ENSG00000170439
TMT1,YER175C,AS3MT,ENSG00000214435
TMT1,YER175C,METTL7A,ENSG00000185432
PDA1,YER178W,PDHA2,ENSG00000163114
PDA1,YER178W,,ENSG00000255730
PDA1,YER178W,BCKDHA,ENSG00000248098
PDA1,YER178W,PDHA1,ENSG00000131828
DMC1,YER179W,DMC1,ENSG00000100206
NA,YER189W,DHX58,ENSG00000108771
NA,YER189W,DDX58,ENSG00000107201
NA,YER189W,IFIH1,ENSG00000115267
YRF1-2,YER190W,IFIH1,ENSG00000115267
YRF1-2,YER190W,DDX58,ENSG00000107201
YRF1-2,YER190W,DHX58,ENSG00000108771
SPB4,YFL002C,DDX55,ENSG00000111364
MSH4,YFL003C,MSH4,ENSG00000057468
BLM10,YFL007W,PSME4,ENSG00000068878
EPL1,YFL024C,EPC2,ENSG00000135999
EPL1,YFL024C,EPC1,ENSG00000120616
BST1,YFL025C,PGAP1,ENSG00000197121
BST1,YFL025C,C2orf66,ENSG00000187944
GYP8,YFL027C,TBC1D20,ENSG00000125875
CAF16,YFL028C,NECAP2,ENSG00000157191
CAF16,YFL028C,NECAP1,ENSG00000089818
AGX1,YFL030W,AGXT,ENSG00000172482
RIM15,YFL033C,MASTL,ENSG00000120539
NA,YFL034W,TMCO4,ENSG00000162542
RPO41,YFL036W,POLRMT,ENSG00000099821
LAM5,YFL042C,GRAMD1C,ENSG00000178075
LAM5,YFL042C,GRAMD1A,ENSG00000089351
LAM5,YFL042C,GRAMD2B,ENSG00000155324
LAM5,YFL042C,GRAMD1B,ENSG00000023171
LAM5,YFL042C,GRAMD2A,ENSG00000175318
OTU1,YFL044C,YOD1,ENSG00000180667
SEC53,YFL045C,PMM2,ENSG00000140650
SEC53,YFL045C,PMM1,ENSG00000100417
EMP47,YFL048C,LMAN1,ENSG00000074695
EMP47,YFL048C,LMAN1L,ENSG00000140506
EMP47,YFL048C,LMAN2,ENSG00000169223
EMP47,YFL048C,LMAN2L,ENSG00000114988
ALR2,YFL050C,TIMM8B,ENSG00000150779
ALR2,YFL050C,TIMM8A,ENSG00000126953
DAK2,YFL053W,TKFC,ENSG00000149476
NA,YFL054C,AQP8,ENSG00000103375
NA,YFL054C,AQP7,ENSG00000165269
NA,YFL054C,AQP5,ENSG00000161798
NA,YFL054C,AQP4,ENSG00000171885
NA,YFL054C,MIP,ENSG00000135517
NA,YFL054C,AQP2,ENSG00000167580
NA,YFL054C,,ENSG00000250424
NA,YFL054C,AQP3,ENSG00000165272
NA,YFL054C,AQP9,ENSG00000103569
NA,YFL054C,AQP10,ENSG00000143595
NA,YFL054C,AQP1,ENSG00000240583
NA,YFL054C,,ENSG00000259916
NA,YFL054C,AQP6,ENSG00000086159
NA,YFL064C,DDX58,ENSG00000107201
NA,YFL064C,DHX58,ENSG00000108771
NA,YFL064C,IFIH1,ENSG00000115267
NA,YFL066C,DHX58,ENSG00000108771
NA,YFL066C,IFIH1,ENSG00000115267
NA,YFL066C,DDX58,ENSG00000107201
NIC96,YFR002W,NUP93,ENSG00000102900
YPI1,YFR003C,PPP1R11,ENSG00000204619
NA,YFR006W,PEPD,ENSG00000124299
NA,YFR018C,QPCTL,ENSG00000011478
NA,YFR018C,QPCT,ENSG00000115828
ATG18,YFR021W,WIPI1,ENSG00000070540
ROG3,YFR022W,ARRDC2,ENSG00000105643
ROG3,YFR022W,ARRDC3,ENSG00000113369
ROG3,YFR022W,ARRDC4,ENSG00000140450
ROG3,YFR022W,ARRDC1,ENSG00000197070
ROG3,YFR022W,ARRDC5,ENSG00000205784
ROG3,YFR022W,TXNIP,ENSG00000265972
ECO1,YFR027W,ESCO1,ENSG00000141446
ECO1,YFR027W,POLI,ENSG00000101751
ECO1,YFR027W,ESCO2,ENSG00000171320
RPL2A,YFR031C-A,RPL8,ENSG00000161016
QCR6,YFR033C,UQCRHL,ENSG00000233954
QCR6,YFR033C,UQCRH,ENSG00000173660
PHO4,YFR034C,HES1,ENSG00000114315
PHO4,YFR034C,HELT,ENSG00000187821
PHO4,YFR034C,HES2,ENSG00000069812
PHO4,YFR034C,HES3,ENSG00000173673
PHO4,YFR034C,HES7,ENSG00000179111
PHO4,YFR034C,HEY2,ENSG00000135547
PHO4,YFR034C,HEY1,ENSG00000164683
PHO4,YFR034C,HES5,ENSG00000197921
PHO4,YFR034C,HES6,ENSG00000144485
PHO4,YFR034C,HEYL,ENSG00000163909
PHO4,YFR034C,BHLHE41,ENSG00000123095
PHO4,YFR034C,BHLHE40,ENSG00000134107
SAP155,YFR040W,PPP6R1,ENSG00000105063
SAP155,YFR040W,PPP6R3,ENSG00000110075
SAP155,YFR040W,PPP6R2,ENSG00000100239
BNA6,YFR047C,,ENSG00000277669
BNA6,YFR047C,QPRT,ENSG00000103485
ERG26,YGL001C,NSDHL,ENSG00000147383
CDH1,YGL003C,FZR1,ENSG00000105325
PMA1,YGL008C,ATP1A1,ENSG00000163399
PMA1,YGL008C,ATP13A5,ENSG00000187527
PMA1,YGL008C,ATP2C1,ENSG00000017260
PMA1,YGL008C,ATP2A2,ENSG00000174437
PMA1,YGL008C,ATP2B2,ENSG00000157087
PMA1,YGL008C,,ENSG00000285505
PMA1,YGL008C,ATP2C2,ENSG00000064270
PMA1,YGL008C,ATP1A2,ENSG00000018625
PMA1,YGL008C,ATP13A4,ENSG00000127249
PMA1,YGL008C,ATP1A3,ENSG00000105409
PMA1,YGL008C,ATP2B4,ENSG00000058668
PMA1,YGL008C,ATP2A1,ENSG00000196296
PMA1,YGL008C,ATP2B1,ENSG00000070961
PMA1,YGL008C,ATP1A4,ENSG00000132681
PMA1,YGL008C,ATP2A3,ENSG00000074370
PMA1,YGL008C,ATP7A,ENSG00000165240
PMA1,YGL008C,ATP13A3,ENSG00000133657
PMA1,YGL008C,ATP2B3,ENSG00000067842
PMA1,YGL008C,ATP13A2,ENSG00000159363
PMA1,YGL008C,ATP7B,ENSG00000123191
PMA1,YGL008C,ATP12A,ENSG00000075673
PMA1,YGL008C,ATP4A,ENSG00000105675
ERG4,YGL012W,TM7SF2,ENSG00000149809
ERG4,YGL012W,LBR,ENSG00000143815
ERG4,YGL012W,DHCR7,ENSG00000172893
KAP122,YGL016W,IPO13,ENSG00000117408
ATE1,YGL017W,ATE1,ENSG00000107669
JAC1,YGL018C,HSCB,ENSG00000100209
STT3,YGL022W,STT3B,ENSG00000163527
CWH41,YGL027C,MOGS,ENSG00000115275
RPL24A,YGL031C,RPL24,ENSG00000114391
NA,YGL039W,SDR42E1,ENSG00000184860
NA,YGL039W,GMDS,ENSG00000112699
NA,YGL039W,HSD3B1,ENSG00000203857
NA,YGL039W,TGDS,ENSG00000088451
NA,YGL039W,TSTA3,ENSG00000104522
NA,YGL039W,HSD3B2,ENSG00000203859
NA,YGL039W,UXS1,ENSG00000115652
NA,YGL039W,SDR42E2,ENSG00000183921
NA,YGL039W,HSD3B7,ENSG00000099377
HEM2,YGL040C,ALAD,ENSG00000148218
RPT6,YGL048C,PSMC5,ENSG00000087191
TIF4632,YGL049C,EIF4G2,ENSG00000110321
ERV14,YGL054C,CNIH4,ENSG00000143771
OLE1,YGL055W,SCD5,ENSG00000145284
PYC1,YGL062W,PC,ENSG00000173599
MRH4,YGL064C,DDX28,ENSG00000182810
SGF73,YGL066W,ATXN7L1,ENSG00000146776
SGF73,YGL066W,ATXN7L2,ENSG00000162650
SGF73,YGL066W,ATXN7,ENSG00000163635
SGF73,YGL066W,ATXN7L3,ENSG00000087152
SGF73,YGL066W,ATXN7L3B,ENSG00000253719
SGF73,YGL066W,ATXN7,ENSG00000285258
HSF1,YGL073W,HSFY1,ENSG00000172468
HSF1,YGL073W,HSFX1,ENSG00000171116
HSF1,YGL073W,HSFX2,ENSG00000268738
HSF1,YGL073W,HSFX4,ENSG00000283463
HSF1,YGL073W,HSFY2,ENSG00000169953
HSF1,YGL073W,HSFX3,ENSG00000283697
HSF1,YGL073W,HSF5,ENSG00000176160
RPL7A,YGL076C,RPL7L1,ENSG00000146223
RPL7A,YGL076C,RPL7,ENSG00000147604
NA,YGL082W,MINDY2,ENSG00000128923
NA,YGL082W,MINDY1,ENSG00000143409
GUP1,YGL084C,HHATL,ENSG00000010282
GUP1,YGL084C,HHAT,ENSG00000054392
NBP35,YGL091C,NUBP2,ENSG00000095906
NBP35,YGL091C,NUBP1,ENSG00000103274
NBP35,YGL091C,NUBPL,ENSG00000151413
PAN2,YGL094C,PAN2,ENSG00000135473
VPS45,YGL095C,VPS45,ENSG00000136631
SRM1,YGL097W,RPGR,ENSG00000156313
SRM1,YGL097W,RCC1,ENSG00000180198
SRM1,YGL097W,SERGEF,ENSG00000129158
SRM1,YGL097W,RCBTB1,ENSG00000136144
SRM1,YGL097W,RCCD1,ENSG00000166965
SRM1,YGL097W,RCBTB2,ENSG00000136161
SRM1,YGL097W,HERC1,ENSG00000103657
SRM1,YGL097W,ALS2,ENSG00000003393
LSG1,YGL099W,LSG1,ENSG00000041802
SEH1,YGL100W,SEH1L,ENSG00000085415
NA,YGL101W,HDDC2,ENSG00000111906
VPS73,YGL104C,SLC2A10,ENSG00000197496
VPS73,YGL104C,SLC2A3,ENSG00000059804
VPS73,YGL104C,SLC2A12,ENSG00000146411
VPS73,YGL104C,SLC2A11,ENSG00000133460
VPS73,YGL104C,SLC2A1,ENSG00000117394
VPS73,YGL104C,SLC2A6,ENSG00000160326
VPS73,YGL104C,,ENSG00000251357
VPS73,YGL104C,SLC2A9,ENSG00000109667
VPS73,YGL104C,SLC2A4,ENSG00000181856
VPS73,YGL104C,SLC2A7,ENSG00000197241
VPS73,YGL104C,SLC2A2,ENSG00000163581
VPS73,YGL104C,SLC2A14,ENSG00000173262
ARC1,YGL105W,AIMP1,ENSG00000164022
NSA1,YGL111W,WDR74,ENSG00000133316
SNF4,YGL115W,PRKAG1,ENSG00000181929
SNF4,YGL115W,PRKAG2,ENSG00000106617
SNF4,YGL115W,PRKAG3,ENSG00000115592
COQ8,YGL119W,COQ8B,ENSG00000123815
NAB2,YGL122C,ZC3H14,ENSG00000100722
RPS2,YGL123W,RPS2,ENSG00000140988
MON1,YGL124C,MON1A,ENSG00000164077
MON1,YGL124C,MON1B,ENSG00000103111
SOH1,YGL127C,MED31,ENSG00000108590
SEC27,YGL137W,COPB2,ENSG00000184432
HUL5,YGL141W,UBE3C,ENSG00000009335
GPI10,YGL142C,PIGB,ENSG00000069943
RPL9A,YGL147C,RPL9,ENSG00000163682
INO80,YGL150C,INO80,ENSG00000128908
PEX14,YGL153W,PEX14,ENSG00000142655
CDC43,YGL155W,PGGT1B,ENSG00000164219
ARI1,YGL157W,HSD3B7,ENSG00000099377
ARI1,YGL157W,TSTA3,ENSG00000104522
ARI1,YGL157W,HSD3B1,ENSG00000203857
ARI1,YGL157W,TGDS,ENSG00000088451
ARI1,YGL157W,SDR42E2,ENSG00000183921
ARI1,YGL157W,GMDS,ENSG00000112699
ARI1,YGL157W,SDR42E1,ENSG00000184860
ARI1,YGL157W,UXS1,ENSG00000115652
ARI1,YGL157W,HSD3B2,ENSG00000203859
RCK1,YGL158W,CAMKV,ENSG00000164076
RCK1,YGL158W,CAMK2B,ENSG00000058404
RCK1,YGL158W,DCLK1,ENSG00000133083
RCK1,YGL158W,MYLK2,ENSG00000101306
RCK1,YGL158W,PNCK,ENSG00000130822
RCK1,YGL158W,CAMK1D,ENSG00000183049
RCK1,YGL158W,CAMK1,ENSG00000134072
RCK1,YGL158W,PSKH1,ENSG00000159792
RCK1,YGL158W,CAMK2A,ENSG00000070808
RCK1,YGL158W,CAMK1G,ENSG00000008118
RCK1,YGL158W,PHKG2,ENSG00000156873
RCK1,YGL158W,CAMKK1,ENSG00000004660
RCK1,YGL158W,PHKG1,ENSG00000164776
RCK1,YGL158W,DCLK2,ENSG00000170390
RCK1,YGL158W,DCLK3,ENSG00000163673
RCK1,YGL158W,STK11,ENSG00000118046
RCK1,YGL158W,CAMK2G,ENSG00000148660
RCK1,YGL158W,MYLK4,ENSG00000145949
RCK1,YGL158W,PSKH2,ENSG00000147613
RCK1,YGL158W,MYLK3,ENSG00000140795
RCK1,YGL158W,CAMK2D,ENSG00000145349
RCK1,YGL158W,STK33,ENSG00000130413
RAD54,YGL163C,RAD54L,ENSG00000085999
SUA5,YGL169W,YRDC,ENSG00000196449
ROK1,YGL171W,DDX52,ENSG00000278053
XRN1,YGL173C,XRN1,ENSG00000114127
BUD13,YGL174W,BUD13,ENSG00000137656
MND1,YGL183C,MND1,ENSG00000121211
RPS26A,YGL189C,RPS26,ENSG00000197728
CDC55,YGL190C,PPP2R2D,ENSG00000175470
CDC55,YGL190C,PPP2R2C,ENSG00000074211
CDC55,YGL190C,PPP2R2A,ENSG00000221914
CDC55,YGL190C,PPP2R2B,ENSG00000156475
COX13,YGL191W,COX6A2,ENSG00000156885
COX13,YGL191W,COX6A1,ENSG00000111775
IME4,YGL192W,METTL3,ENSG00000165819
HOS2,YGL194C,HDAC3,ENSG00000171720
GCN1,YGL195W,GCN1,ENSG00000089154
MDS3,YGL197W,KLHDC9,ENSG00000162755
MDS3,YGL197W,FBXO42,ENSG00000037637
MDS3,YGL197W,LZTR1,ENSG00000099949
MDS3,YGL197W,KLHDC3,ENSG00000124702
MDS3,YGL197W,HCFC2,ENSG00000111727
MDS3,YGL197W,RABEPK,ENSG00000136933
MDS3,YGL197W,KLHDC2,ENSG00000165516
MDS3,YGL197W,KLHDC1,ENSG00000197776
MDS3,YGL197W,KLHDC10,ENSG00000128607
MDS3,YGL197W,HCFC1,ENSG00000172534
YIP4,YGL198W,YIPF6,ENSG00000181704
