Gene stable ID	Gene name	Saccharomyces cerevisiae gene stable ID	Saccharomyces cerevisiae gene name	%id. target Saccharomyces cerevisiae gene identical to query gene	%id. query gene identical to target Saccharomyces cerevisiae gene	Saccharomyces cerevisiae orthology confidence [0 low, 1 high]
ENSG00000180773	SLC36A4	YNL101W		22.0238	15.568	0
ENSG00000180773	SLC36A4	YJR001W		15.6746	13.1229	0
ENSG00000180773	SLC36A4	YER119C		13.8889	15.625	0
ENSG00000180773	SLC36A4	YBL089W		16.2698	17.8649	0
ENSG00000123505	AMD1	YOL052C		28.7425	24.2424	0
ENSG00000147133	TAF1	YGR274C	TAF1	16.095	28.6116	0
ENSG00000197057	DTHD1	YGR232W		4.09731	14.0351	0
ENSG00000134371	CDC73	YLR418C		16.9492	22.9008	0
ENSG00000007952	NOX1	YOL152W		18.0851	16.4516	0
ENSG00000007952	NOX1	YOR384W		19.1489	15.562	0
ENSG00000124571	XPO5	YDR335W	MSN5	21.0133	20.6699	0
ENSG00000169692	AGPAT2	YDL052C		26.6187	24.4224	0
ENSG00000205683	DPF3	YOR244W	ESA1	8.73786	8.08989	0
ENSG00000111229	ARPC3	YLR370C		46.6292	46.6292	1
ENSG00000163399	ATP1A1	YGL008C	PMA1	17.1066	19.0632	0
ENSG00000163399	ATP1A1	YPL036W		16.52	17.8458	0
ENSG00000197930	ERO1A	YML130C		30.3419	25.222	1
ENSG00000112893	MAN2A1	YGL156W		13.1119	13.8504	0
ENSG00000105953	OGDH	YIL125W	KGD1	45.1644	46.0552	1
ENSG00000129673	AANAT	YDR071C		17.0635	22.5131	0
ENSG00000164076	CAMKV	YLR248W	RCK2	20.9581	17.2131	0
ENSG00000164076	CAMKV	YGL158W		20.5589	20.1172	0
ENSG00000184110	EIF3C	YMR309C		24.2059	27.2167	0
ENSG00000104142	VPS18	YLR148W	PEP3	21.3772	22.658	0
ENSG00000120053	GOT1	YLR027C	AAT2	46.9734	46.4115	1
ENSG00000120053	GOT1	YKL106W		35.3511	32.3725	1
ENSG00000188021	UBQLN2	YMR276W		17.9487	30.0268	0
ENSG00000183598	HIST2H3D	YKL049C	CSE4	57.3529	34.0611	1
ENSG00000100867	DHRS2	YIR036C		17.3333	19.7719	0
ENSG00000100867	DHRS2	YIR035C		19.6667	23.2283	0
ENSG00000100867	DHRS2	YMR226C	YMR226C	15	16.8539	0
ENSG00000100867	DHRS2	YKL055C		18.3333	19.7842	0
ENSG00000100867	DHRS2	YKL071W		16.6667	19.5312	0
ENSG00000203811	HIST2H3C	YKL049C	CSE4	57.3529	34.0611	1
ENSG00000270882	HIST2H4A	YDR346C	SVF1	38.835	8.31601	0
ENSG00000270882	HIST2H4A	YNL030W		92.233	92.233	1
ENSG00000270882	HIST2H4A	YBR009C		92.233	92.233	1
ENSG00000175575	PAAF1	YJL112W	MDV1	16.285	8.96359	0
ENSG00000175575	PAAF1	YKR036C		15.7761	9.6423	0
ENSG00000171100	MTM1	YJR110W		29.0216	25.436	0
ENSG00000156508	EEF1A1	YER025W	GCD11	15.5844	13.6622	0
ENSG00000103064	SLC7A6	YBR068C		17.8641	15.1067	0
ENSG00000103064	SLC7A6	YDR046C	BAP3	17.0874	14.5695	0
ENSG00000103064	SLC7A6	YNL270C	ALP1	17.0874	15.3578	0
ENSG00000103064	SLC7A6	YEL063C		17.0874	14.9153	0
ENSG00000103064	SLC7A6	YCL025C	AGP1	17.2816	14.06	0
ENSG00000103064	SLC7A6	YDR508C		16.699	12.9713	0
ENSG00000103064	SLC7A6	YLL061W		17.2816	15.2659	0
ENSG00000103064	SLC7A6	YPL274W		18.2524	16.0136	0
ENSG00000203852	HIST2H3A	YKL049C	CSE4	57.3529	34.0611	1
ENSG00000050426	LETMD1	YOL027C	MDM38	15.8177	10.2967	0
ENSG00000050426	LETMD1	YPR125W	YLH47	15.0134	12.3348	0
ENSG00000258674	AC011448.1	YNL200C		23.0769	25.6098	0
ENSG00000184260	HIST2H2AC	YBL003C	HTA2	79.0698	77.2727	1
ENSG00000178093	TSSK6	YPL026C	SKS1	20.8791	11.3546	0
ENSG00000178093	TSSK6	YDR247W		24.5421	14.5336	0
ENSG00000178093	TSSK6	YOR233W	KIN4	35.1648	12	0
ENSG00000178093	TSSK6	YPL141C		33.6996	10.6358	0
ENSG00000178093	TSSK6	YDR122W		34.0659	8.7406	0
ENSG00000178093	TSSK6	YLR096W		32.6007	7.75937	0
ENSG00000178093	TSSK6	YKL198C	PTK1	29.304	12.0846	0
ENSG00000178093	TSSK6	YJR059W	PTK2	27.8388	9.29095	0
ENSG00000178093	TSSK6	YKL168C		23.0769	8.70166	0
ENSG00000178093	TSSK6	YJL165C		25.641	8.18713	0
ENSG00000178093	TSSK6	YNL183C		25.641	8.86076	0
ENSG00000178093	TSSK6	YDL214C		28.2051	11.0157	0
ENSG00000183747	ACSM2A	YAL054C	ACS1	21.6638	17.5316	0
ENSG00000183747	ACSM2A	YLR153C		20.6239	17.4231	0
ENSG00000250067	YJEFN3	YNL200C		29.7659	36.1789	1
ENSG00000214026	MRPL23	YDR405W	MRP20	20.915	12.1673	0
ENSG00000178096	BOLA1	YAL044W-A		27.0073	33.6364	0
ENSG00000184270	HIST2H2AB	YBL003C	HTA2	77.6923	76.5152	1
ENSG00000106327	TFR2	YJR126C		21.7228	21.455	0
ENSG00000106327	TFR2	YOR256C		17.8527	17.6761	0
ENSG00000106327	TFR2	YPL176C		16.1049	16.4751	0
ENSG00000128510	CPA4	YHR132C		28.266	27.6744	0
ENSG00000197713	RPE	YJL121C	RPE1	55.7018	53.3613	1
ENSG00000181827	RFX7	YLR176C	RFX1	6.60308	11.0974	0
ENSG00000119431	HDHD3	YGL224C	SDT1	13.1474	11.7857	0
ENSG00000119431	HDHD3	YER037W		14.741	11.5265	0
ENSG00000145014	TMEM44	YDR352W		8.42105	12.6183	0
ENSG00000145014	TMEM44	YBR147W	RTC2	8.42105	13.5135	0
ENSG00000145014	TMEM44	YOL092W		9.89474	15.2597	0
ENSG00000174145	NWD2	YIR012W		3.2147	12.993	0
ENSG00000205858	LRRC72	YPL213W		14.9826	18.0672	0
ENSG00000171045	TSNARE1	YOR106W	VAM3	10.8949	19.788	0
ENSG00000148218	ALAD	YGL040C	HEM2	52.4242	50.5848	1
ENSG00000160606	TLCD1	YJR116W		15.7895	13.9785	0
ENSG00000063601	MTMR1	YJR110W		27.1917	26.5988	0
ENSG00000038210	PI4K2B	YJL100W		32.8482	26.0297	1
ENSG00000105135	ILVBL	YLR134W		15.8228	17.762	0
ENSG00000105135	ILVBL	YGR087C		15.0316	16.8739	0
ENSG00000105135	ILVBL	YLR044C		15.3481	17.2291	0
ENSG00000105135	ILVBL	YDL080C	THI3	14.3987	14.9425	0
ENSG00000281028	AC104662.2	YJL100W		38.1818	24.2175	0
ENSG00000041802	LSG1	YGL099W	LSG1	34.1945	35.1562	1
ENSG00000128965	CHAC1	YER163C		28.3784	27.1552	1
ENSG00000186522	SEPT10	YCR002C		20.0368	33.8509	0
ENSG00000078403	MLLT10	YPR031W		10.2996	14.7059	0
ENSG00000203485	INF2	YNL271C	BNI1	10.4884	6.70763	0
ENSG00000105137	SYDE1	YER155C	BEM2	16.5986	5.6299	0
ENSG00000105137	SYDE1	YBR260C		13.1973	14.5646	0
ENSG00000164024	METAP1	YLR244C		48.7047	48.5788	1
ENSG00000136279	DBNL	YCR088W		23.918	17.7365	0
ENSG00000110958	PTGES3	YKL117W		25	18.9815	0
ENSG00000088205	DDX18	YMR290C		44.9254	59.604	1
ENSG00000107819	SFXN3	YOR271C		34.1538	33.945	1
ENSG00000175283	DOLK	YMR013C		23.0483	23.8921	0
ENSG00000119899	SLC17A5	YOL162W		9.89899	22.7907	0
ENSG00000119899	SLC17A5	YOL163W		9.29293	27.2189	0
ENSG00000197838	CYP2A13	YDR402C	DIT2	24.6964	24.9489	0
ENSG00000197728	RPS26	YER131W	RPS26B	65.2174	63.0252	1
ENSG00000197728	RPS26	YGL189C	RPS26A	65.2174	63.0252	1
ENSG00000099377	HSD3B7	YOL151W		11.1111	11.9883	0
ENSG00000099377	HSD3B7	YDR541C		10.0271	10.7558	0
ENSG00000099377	HSD3B7	YGL157W		11.1111	11.8156	0
ENSG00000099377	HSD3B7	YGL039W		11.6531	12.3563	0
ENSG00000172757	CFL1	YLL050C	COF1	34.9398	40.5594	1
ENSG00000171804	WDR87	YDR364C	CDC40	1.99176	12.7473	0
ENSG00000158402	CDC25C	YPR200C	ARR2	8.24524	30	0
ENSG00000158402	CDC25C	YGR203W		8.03383	25.6757	0
ENSG00000068654	POLR1A	YOR341W	RPA190	35.814	37.0192	1
ENSG00000179335	CLK3	YJL141C		15.9875	12.6394	0
ENSG00000172732	MUS81	YDR386W	MUS81	23.9564	20.8861	0
ENSG00000138468	SENP7	YIL031W	ULP2	11.0476	11.2186	0
ENSG00000141391	PRELID3A	YDR185C	UPS3	26.7442	25.6983	1
ENSG00000141391	PRELID3A	YLR168C	UPS2	30.814	23.0435	0
ENSG00000070950	RAD18	YCR066W		17.5758	17.8645	0
ENSG00000204928	GRXCR2	YDL010W		6.45161	6.92641	0
ENSG00000204928	GRXCR2	YBR014C		5.64516	6.89655	0
ENSG00000164134	NAA15	YDL040C	NAT1	28.291	28.6885	1
ENSG00000103089	FA2H	YMR272C	SCS7	31.9892	30.9896	1
ENSG00000185825	BCAP31	YKL065C		15.9744	24.2718	0
ENSG00000185825	BCAP31	YDL072C		16.6134	25.6158	0
ENSG00000185825	BCAP31	YMR040W		12.1406	23.75	0
ENSG00000158525	CPA5	YHR132C		25.6881	26.0465	0
ENSG00000080618	CPB2	YHR132C		27.1868	26.7442	0
ENSG00000151116	UEVLD	YCL008C	STP22	11.8896	14.5455	0
ENSG00000188130	MAPK12	YKL161C	KDX1	32.97	27.9446	0
ENSG00000188130	MAPK12	YHR030C	SLT2	37.6022	28.5124	0
ENSG00000188130	MAPK12	YLR113W	HOG1	41.1444	34.7126	0
ENSG00000157823	AP3S2	YJL024C	APS3	34.715	34.5361	1
ENSG00000179632	MAF1	YDR005C		26.1719	16.962	0
ENSG00000169583	CLIC3	YPL048W	CAM1	8.47458	4.81928	0
ENSG00000169583	CLIC3	YKL081W	TEF4	8.8983	5.09709	0
ENSG00000169583	CLIC3	YGR201C		5.08475	5.33333	0
ENSG00000132842	AP3B1	YGR261C	APL6	20.5667	27.8121	0
ENSG00000179151	EDC3	YEL015W	EDC3	20.0787	18.5118	0
ENSG00000140740	UQCRC2	YPR191W	QCR2	20.0883	24.7283	0
ENSG00000140740	UQCRC2	YPR122W	AXL1	12.362	4.63576	0
ENSG00000104731	KLHDC4	YPL263C		29.6154	23.6559	0
ENSG00000085840	ORC1	YLR442C	SIR3	16.0279	14.1104	0
ENSG00000085840	ORC1	YML065W		22.9965	21.663	0
ENSG00000165349	SLC7A3	YBR068C		15.832	16.092	0
ENSG00000165349	SLC7A3	YDR046C	BAP3	15.3473	15.7285	0
ENSG00000165349	SLC7A3	YNL270C	ALP1	13.2472	14.3106	0
ENSG00000165349	SLC7A3	YEL063C		13.4087	14.0678	0
ENSG00000165349	SLC7A3	YCL025C	AGP1	16.8013	16.4297	0
ENSG00000165349	SLC7A3	YDR508C		14.7011	13.7255	0
ENSG00000165349	SLC7A3	YLL061W		14.378	15.2659	0
ENSG00000165349	SLC7A3	YPL274W		14.2165	14.9915	0
ENSG00000143368	SF3B4	YOR319W		18.3962	36.6197	0
ENSG00000185420	SMYD3	YPL165C		13.5514	15.5496	0
ENSG00000164708	PGAM2	YKL152C		51.3834	52.6316	1
ENSG00000164708	PGAM2	YDL021W		35.1779	28.6174	1
ENSG00000164708	PGAM2	YOL056W		35.1779	29.3729	1
ENSG00000115446	UNC50	YKR030W	GMH1	32.6087	32.967	1
ENSG00000182481	KPNA2	YNL189W	SRP1	43.8563	42.8044	1
ENSG00000170439	METTL7B	YHR209W		13.5246	11.3402	0
ENSG00000170439	METTL7B	YER175C	TMT1	7.78689	6.35452	0
ENSG00000170439	METTL7B	YDR316W		20.4918	10.6157	0
ENSG00000027001	MIPEP	YKL134C	OCT1	32.8191	30.3109	1
ENSG00000135318	NT5E	YHR202W		16.7247	15.9468	0
ENSG00000272305	AC096887.1	YBL020W		20.3252	4.3554	0
ENSG00000188917	TRMT2B	YKR056W	TRM2	17.6587	13.928	0
ENSG00000163933	RFT1	YBL020W		25.3235	23.8676	0
ENSG00000162851	TFB2M	YPL266W	DIM1	14.1414	17.6101	0
ENSG00000100401	RANGAP1	YMR235C		21.1244	30.4668	0
ENSG00000196911	KPNA5	YNL189W	SRP1	51.0204	50.738	1
ENSG00000100519	PSMC6	YOR259C	RPT4	66.005	60.8696	1
ENSG00000160695	VPS11	YMR231W	PEP5	22.3167	20.4082	0
ENSG00000157326	DHRS4	YIR036C		19.4245	20.5323	0
ENSG00000157326	DHRS4	YIR035C		23.3813	25.5906	0
ENSG00000157326	DHRS4	YMR226C	YMR226C	20.5036	21.3483	0
ENSG00000157326	DHRS4	YKL055C		19.7842	19.7842	0
ENSG00000178950	GAK	YDR320C	SWA2	10.8314	21.2575	0
ENSG00000076650	GPATCH1	YOR043W		9.4522	18.107	0
ENSG00000132361	CLUH	YMR012W	CLU1	22.1543	22.7095	0
ENSG00000134759	ELP2	YGR200C	ELP2	27.4972	31.0914	1
ENSG00000134759	ELP2	YCR067C		6.62177	5.53991	0
ENSG00000134759	ELP2	YNR026C	SEC12	4.26487	8.06794	0
ENSG00000114268	PFKFB4	YOL136C	PFK27	20.6823	24.4332	0
ENSG00000119599	DCAF4	YKL021C		6.46465	6.83761	0
ENSG00000100749	VRK1	YHR135C	YCK1	20.9596	15.4275	0
ENSG00000100749	VRK1	YNL154C		20.7071	15.0183	0
ENSG00000100749	VRK1	YER123W	YCK3	21.7172	16.4122	0
ENSG00000144659	SLC25A38	YDL119C		30.2632	29.9674	1
ENSG00000104325	DECR1	YNL202W	SPS19	26.5672	30.4795	1
ENSG00000087263	OGFOD1	YER049W		23.2472	19.5652	0
ENSG00000111231	GPN3	YLR243W		34.0557	40.4412	1
ENSG00000187630	DHRS4L2	YIR036C		18.5345	16.3498	0
ENSG00000187630	DHRS4L2	YIR035C		24.1379	22.0472	0
ENSG00000187630	DHRS4L2	YMR226C	YMR226C	20.2586	17.603	0
ENSG00000187630	DHRS4L2	YKL055C		19.3966	16.187	0
ENSG00000172354	GNB2	YOR212W	STE4	40.2941	32.3877	1
ENSG00000203879	GDI1	YER136W	GDI1	54.5861	54.102	1
ENSG00000148300	REXO4	YOL080C		23.2227	33.91	0
ENSG00000065154	OAT	YLR438W	CAR2	49.4305	51.1792	1
ENSG00000074219	TEAD2	YBR083W	TEC1	21.5078	19.9588	0
ENSG00000129951	PLPPR3	YDR284C	DPP1	9.38338	24.2215	0
ENSG00000103091	WDR59	YEL056W		5.23614	12.7182	0
ENSG00000103091	WDR59	YDR030C		6.26283	12.0553	0
ENSG00000116237	ICMT	YDR410C		31.6901	37.6569	1
ENSG00000049283	EPN3	YDL161W		20.7278	28.8546	0
ENSG00000049283	EPN3	YLR206W		22.6266	23.3279	0
ENSG00000198018	ENTPD7	YER005W	YND1	27.4834	26.3492	1
ENSG00000285625	AC117378.1	YIR008C		16.3265	7.82396	0
ENSG00000198056	PRIM1	YIR008C		30.2381	31.0513	1
ENSG00000183597	TANGO2	YGR127W		24.2902	24.6795	0
ENSG00000285932	AL133353.2	YER141W		32.4324	12.3457	0
ENSG00000014919	COX15	YER141W		39.0244	32.9218	1
ENSG00000121350	PYROXD1	YHR106W		9.4	13.7427	0
ENSG00000121350	PYROXD1	YDR353W		9.6	15.047	0
ENSG00000111237	VPS29	YHR012W	VPS29	37.8505	28.7234	1
ENSG00000079739	PGM1	YMR105C	PGM2	49.8276	50.7909	0
ENSG00000079739	PGM1	YKL127W		49.3103	50.1754	0
ENSG00000196531	NACA	YHR193C		7.13514	37.931	0
ENSG00000106263	EIF3B	YOR361C	PRT1	26.1671	27.9161	1
ENSG00000166557	TMED3	YGL200C	EMP24	20.7373	22.1675	0
ENSG00000197498	RPF2	YKR081C		43.4641	38.6628	1
ENSG00000103671	TRIP4	YKR023W		14.6299	16.0377	0
ENSG00000066813	ACSM2B	YAL054C	ACS1	21.3172	17.2511	0
ENSG00000066813	ACSM2B	YLR153C		20.4506	17.2767	0
ENSG00000115593	SMYD1	YPL165C		13.0612	17.1582	0
ENSG00000125629	INSIG2	YHR133C		20	15.4639	0
ENSG00000125629	INSIG2	YNL156C		19.1111	14.3813	0
ENSG00000113013	HSPA9	YEL030W	ECM10	58.7629	61.9565	1
ENSG00000113013	HSPA9	YJR045C	SSC1	61.7084	64.0673	1
ENSG00000116489	CAPZA1	YKL007W		29.3706	31.3433	1
ENSG00000149089	APIP	YJR024C		42.9752	42.623	1
ENSG00000124541	RRP36	YOR287C		20.4633	17.6667	0
ENSG00000154415	PPP1R3A	YLR273C		8.82353	15.2778	0
ENSG00000154415	PPP1R3A	YOR178C		10.2496	14.5019	0
ENSG00000074800	ENO1	YPL281C		58.9862	58.5812	1
ENSG00000074800	ENO1	YOR393W		58.9862	58.5812	1
ENSG00000074800	ENO1	YHR174W	ENO2	62.4424	62.0137	1
ENSG00000074800	ENO1	YGR254W	ENO1	63.3641	62.9291	1
ENSG00000074800	ENO1	YMR323W		58.9862	58.5812	1
ENSG00000168028	RPSA	YLR048W	RPS0B	47	55.9524	1
ENSG00000168028	RPSA	YGR214W	RPS0A	47	55.9524	1
ENSG00000131876	SNRPA1	YPL213W		21.9608	23.5294	0
ENSG00000187821	HELT	YFR034C	PHO4	14.0496	10.8974	0
ENSG00000242441	GTF2A1L	YOR194C		17.1548	28.6713	0
ENSG00000091704	CPA1	YHR132C		29.5943	28.8372	0
ENSG00000090013	BLVRB	YMR090W		16.9903	15.4185	0
ENSG00000048740	CELF2	YNL197C		8.81801	7.11044	0
ENSG00000048740	CELF2	YDL224C		10.1313	8.32049	0
ENSG00000014914	MTMR11	YJR110W		15.3738	15.843	0
ENSG00000137942	FNBP1L	YHR114W	BZZ1	20.3306	19.4313	0
ENSG00000137764	MAP2K5	YOR231W	MKK1	32.8125	28.937	0
ENSG00000137764	MAP2K5	YPL140C	MKK2	31.6964	28.0632	0
ENSG00000128789	PSMG2	YKL206C	ADD66	19.697	19.4757	0
ENSG00000102387	TAF7L	YMR227C	TAF7	19.697	15.4237	0
ENSG00000258539	AC068896.1	YIL064W		35.8209	28.0156	1
ENSG00000107902	LHPP	YDL236W		18.5185	16.0256	0
ENSG00000114698	PLSCR4	YJR100C		18.2371	18.3486	0
ENSG00000181085	MAPK15	YKL161C	KDX1	22.4265	28.1755	0
ENSG00000181085	MAPK15	YHR030C	SLT2	27.7574	31.1983	0
ENSG00000152944	MED21	YDR308C	SRB7	23.6111	24.2857	0
ENSG00000128908	INO80	YGL150C		29.8843	31.229	1
ENSG00000203791	EEF1AKMT2	YIL064W		25.7732	29.1829	1
ENSG00000159714	ZDHHC1	YLR246W		14.8454	20.0557	0
ENSG00000184343	SRPK3	YKL161C	KDX1	14.8148	19.3995	0
ENSG00000184343	SRPK3	YHR030C	SLT2	14.1093	16.5289	0
ENSG00000184343	SRPK3	YLR113W	HOG1	15.1675	19.7701	0
ENSG00000103042	SLC38A7	YNL101W		15.5844	10.0982	0
ENSG00000103042	SLC38A7	YJR001W		16.8831	12.9568	0
ENSG00000103042	SLC38A7	YER119C		16.8831	17.4107	0
ENSG00000103042	SLC38A7	YBL089W		18.8312	18.9542	0
ENSG00000169299	PGM2	YMR105C	PGM2	17.6471	18.9807	0
ENSG00000169299	PGM2	YKL127W		17.8105	19.1228	0
ENSG00000072832	CRMP1	YLR420W		13.4111	25.2747	0
ENSG00000196850	PPTC7	YHR076W		31.9079	28.2799	1
ENSG00000109762	SNX25	YML104C		18.2143	13.5759	0
ENSG00000099256	PRTFDC1	YMR105C	PGM2	16	6.32689	0
ENSG00000099256	PRTFDC1	YKL127W		16.4444	6.49123	0
ENSG00000168530	MYL1	YGL106W		27.3196	35.5705	1
ENSG00000186132	C2orf76	YKR074W		37.3016	30.3226	1
ENSG00000126953	TIMM8A	YFL050C		29.8969	3.37995	0
ENSG00000126953	TIMM8A	YOL130W	ALR1	37.1134	4.19092	0
ENSG00000185875	THNSL1	YCR053W		23.1494	33.463	0
ENSG00000109771	LRP2BP	YLR207W		12.9683	5.40216	0
ENSG00000109771	LRP2BP	YBL061C	SKT5	13.5447	6.75287	0
ENSG00000109771	LRP2BP	YER096W		12.6801	8.59375	0
ENSG00000166796	LDHC	YDL078C		25.6024	24.7813	0
ENSG00000166796	LDHC	YKL085W		26.506	26.3473	0
ENSG00000103257	SLC7A5	YBR068C		16.568	13.7931	0
ENSG00000103257	SLC7A5	YDR046C	BAP3	17.1598	14.404	0
ENSG00000103257	SLC7A5	YNL270C	ALP1	16.1736	14.3106	0
ENSG00000103257	SLC7A5	YEL063C		15.3846	13.2203	0
ENSG00000103257	SLC7A5	YCL025C	AGP1	16.3708	13.1122	0
ENSG00000103257	SLC7A5	YDR508C		17.5542	13.4238	0
ENSG00000103257	SLC7A5	YLL061W		14.7929	12.8645	0
ENSG00000103257	SLC7A5	YPL274W		16.3708	14.1397	0
ENSG00000255152	MSH5-SAPCD1	YDL154W		21.8566	20.6437	0
ENSG00000101986	ABCD1	YPL147W	PXA1	31.4094	26.8966	1
ENSG00000167600	CYP2S1	YDR402C	DIT2	25.7937	26.5849	0
ENSG00000197894	ADH5	YJR159W	SOR1	22.4599	23.5294	0
ENSG00000197894	ADH5	YDL246C		22.4599	23.5294	0
ENSG00000197894	ADH5	YLR070C		24.3316	25.5618	0
ENSG00000197894	ADH5	YOL086C	ADH1	20.0535	21.5517	0
ENSG00000197894	ADH5	YMR303C	ADH2	20.0535	21.5517	0
ENSG00000197894	ADH5	YBR145W		20.5882	21.9373	0
ENSG00000197894	ADH5	YMR083W		20.5882	20.5333	0
ENSG00000197894	ADH5	YMR318C	ADH6	24.5989	25.5556	0
ENSG00000197894	ADH5	YCR105W	ADH7	21.3904	22.1607	0
ENSG00000197894	ADH5	YCR102C		15.7754	16.0326	0
ENSG00000197894	ADH5	YLR460C		16.0428	15.9574	0
ENSG00000197894	ADH5	YNL134C		16.5775	16.4894	0
ENSG00000197894	ADH5	YBL069W		13.1016	11.4219	0
ENSG00000197894	ADH5	YBL068W-A		2.6738	12.8205	0
ENSG00000197894	ADH5	YER101C		13.6364	11.8605	0
ENSG00000197894	ADH5	YAL061W		18.1818	16.307	0
ENSG00000197894	ADH5	YAL060W	BDH1	18.7166	18.3246	0
ENSG00000151503	NCAPD3	YLR272C	YCS4	9.01202	11.4796	0
ENSG00000122515	ZMIZ2	YDR409W	SIZ1	13.2609	13.4956	0
ENSG00000122515	ZMIZ2	YOR156C	NFI1	10.6522	13.4986	0
ENSG00000160808	MYL3	YGL106W		27.1795	35.5705	1
ENSG00000065328	MCM10	YIL150C	MCM10	14.1714	21.7163	0
ENSG00000211455	STK38L	YNL161W		49.569	30.4233	1
ENSG00000136167	LCP1	YDR129C	SAC6	39.7129	38.785	1
ENSG00000163931	TKT	YPR074C		27.0998	25.1471	0
ENSG00000163931	TKT	YBR117C		25.3566	23.4949	0
ENSG00000130699	TAF4	YMR005W	TAF4	8.47926	23.7113	0
ENSG00000178028	DMAP1	YGR002C	SWC4	20.1285	19.7479	0
ENSG00000176601	MAP3K19	YLR362W		12.9518	23.9888	0
ENSG00000197969	VPS13A	YLL040C	VPS13	21.3611	21.5649	0
ENSG00000151502	VPS26B	YJL053W	PEP8	38.6905	34.3008	1
ENSG00000213719	CLIC1	YPL048W	CAM1	12.0332	6.98795	0
ENSG00000213719	CLIC1	YKL081W	TEF4	11.6183	6.79612	0
ENSG00000213719	CLIC1	YGR201C		4.97925	5.33333	0
ENSG00000063854	HAGH	YOR040W		28.5714	30.8772	0
ENSG00000063854	HAGH	YDR272W		30.8442	34.6715	0
ENSG00000257335	MGAM	YBR229C	ROT2	11.3086	22.0126	0
ENSG00000132294	EFR3A	YMR212C		16.4434	17.2634	0
ENSG00000185100	ADSSL1	YNL220W	ADE12	45.2	52.194	1
ENSG00000103415	HMOX2	YLR205C		15.4054	17.9811	0
ENSG00000135945	REV1	YOR346W		17.4261	22.132	0
ENSG00000018699	TTC27	YNL313C		22.8944	21.3496	0
ENSG00000182287	AP1S2	YLR170C	APS1	51.25	52.5641	1
ENSG00000204410	MSH5	YDL154W		22.2754	20.6437	0
ENSG00000153767	GTF2E1	YKL028W		16.1731	14.7303	0
ENSG00000136631	VPS45	YGL095C	VPS45	37.0175	36.5685	1
ENSG00000072803	FBXW11	YJL112W	MDV1	13.4686	10.2241	0
ENSG00000072803	FBXW11	YKR036C		14.7601	12.4417	0
ENSG00000180185	FAHD1	YNL168C		33.4677	32.0463	1
ENSG00000164815	ORC5	YNL261W		22.9885	20.8768	0
ENSG00000136371	MTHFS	YER183C		18.2266	17.5355	0
ENSG00000259332	ST20-MTHFS	YER183C		20.1117	17.0616	0
ENSG00000111348	ARHGDIB	YDL135C		37.8109	37.6238	1
ENSG00000159720	ATP6V0D1	YLR447C		46.1538	46.9565	1
ENSG00000104812	GYS1	YLR258W		49.118	51.3475	1
ENSG00000104812	GYS1	YFR015C		49.9322	51.9774	1
ENSG00000082515	MRPL22	YNL177C	MRPL22	18.4466	12.2977	0
ENSG00000106080	FKBP14	YDR519W	FPR2	23.2227	36.2963	0
ENSG00000106080	FKBP14	YML074C	FPR3	17.0616	8.75912	0
ENSG00000106080	FKBP14	YLR449W		17.0616	9.18367	0
ENSG00000100664	EIF5	YPR041W	TIF5	35.2668	37.5309	1
ENSG00000097046	CDC7	YDL017W	CDC7	23.5192	26.6272	0
ENSG00000175029	CTBP2	YPL113C		8.0203	19.9495	0
ENSG00000175029	CTBP2	YGL185C		8.83249	22.9551	0
ENSG00000175029	CTBP2	YER081W		10.1523	21.322	0
ENSG00000175029	CTBP2	YIL074C		10.3553	21.7484	0
ENSG00000149657	LSM14B	YPR129W	SCD6	27.5325	30.3725	0
ENSG00000174173	TRMT10C	YOL093W		16.3772	22.5256	0
ENSG00000277157	HIST1H4D	YDR346C	SVF1	38.835	8.31601	0
ENSG00000277157	HIST1H4D	YNL030W		92.233	92.233	1
ENSG00000277157	HIST1H4D	YBR009C		92.233	92.233	1
ENSG00000197409	HIST1H3D	YKL049C	CSE4	56.6176	33.6245	1
ENSG00000182957	SPATA13	YAL041W	CDC24	6.4213	9.60187	0
ENSG00000164190	NIPBL	YDR180W		10.9486	20.5626	0
ENSG00000180543	TSPYL5	YNL246W		9.35252	14.7727	0
ENSG00000198336	MYL4	YGL106W		28.934	38.255	1
ENSG00000120756	PLS1	YDR129C	SAC6	39.9046	39.0966	1
ENSG00000130876	SLC7A10	YBR068C		16.826	14.4499	0
ENSG00000130876	SLC7A10	YDR046C	BAP3	17.5908	15.2318	0
ENSG00000130876	SLC7A10	YNL270C	ALP1	15.87	14.4852	0
ENSG00000130876	SLC7A10	YEL063C		16.0612	14.2373	0
ENSG00000130876	SLC7A10	YCL025C	AGP1	17.2084	14.218	0
ENSG00000130876	SLC7A10	YDR508C		18.7381	14.7813	0
ENSG00000130876	SLC7A10	YLL061W		16.2524	14.5798	0
ENSG00000130876	SLC7A10	YPL274W		14.7228	13.1175	0
ENSG00000105810	CDK6	YPL042C	SSN3	31.9018	18.7387	0
ENSG00000105810	CDK6	YFL029C	CAK1	18.4049	16.3043	0
ENSG00000185002	RFX6	YLR176C	RFX1	13.1466	15.0432	0
ENSG00000174521	TTC9B	YDR519W	FPR2	7.11297	12.5926	0
ENSG00000174521	TTC9B	YML074C	FPR3	10.4603	6.08273	0
ENSG00000174521	TTC9B	YLR449W		10.8787	6.63265	0
